id,spirit_id,skill_id,技能名,技能来源,解锁等级
304,386,6,丢冰块,默认,20
305,386,45,冰晶坠,默认,34
306,386,51,冰锥,默认,1
307,386,62,力量增效,默认,13
308,386,135,当头棒喝,默认,6
309,386,149,恶意逃离,默认,23
310,386,196,暗突袭,默认,49
311,386,206,极限撕裂,默认,35
312,386,259,滚雪球,默认,38
313,386,402,诋毁,默认,1
314,386,404,贪婪,默认,5
315,386,408,趁火打劫,默认,30
316,386,464,雾气环绕,默认,1
317,387,21,伺机而动,技能石,
318,387,61,力量吞噬,技能石,
319,387,74,反击拳,技能石,
320,387,76,取念,技能石,
321,387,127,崩拳,技能石,
322,387,142,快速移动,技能石,
323,387,177,提气,技能石,
324,387,223,气势一击,技能石,
325,387,285,热身运动,技能石,
326,387,414,跌落,技能石,
327,387,423,连续爪击,技能石,
328,387,451,防御,技能石,
329,387,476,风矢,技能石,
330,387,47,冰爪,血脉,
331,387,68,升龙咆哮,血脉,
332,387,94,噬心,血脉,
333,387,150,恶能量,血脉,
334,387,191,星云漩涡,血脉,
335,387,192,星星撞击,血脉,
336,387,211,械斗,血脉,
337,387,218,毒沼,血脉,
338,387,242,泡沫,血脉,
339,387,269,火焰箭,血脉,
340,387,273,灵媒,血脉,
341,387,296,球状闪电,血脉,
342,387,324,碰爪,血脉,
343,387,343,缠丝劲,血脉,
344,387,365,花香,血脉,
345,387,416,跺地,血脉,
346,387,430,透射,血脉,
347,387,495,鹰爪,血脉,
348,387,62,力量增效,默认,9
349,387,135,当头棒喝,默认,13
350,387,144,怒火,默认,16
351,387,149,恶意逃离,默认,25
352,387,196,暗突袭,默认,38
353,387,206,极限撕裂,默认,35
354,387,248,流星火雨,默认,23
355,387,267,火焰切割,默认,27
356,387,276,炎息,默认,1
357,387,402,诋毁,默认,1
358,387,404,贪婪,默认,8
359,387,408,趁火打劫,默认,34
360,387,449,闪燃,默认,37
361,382,21,伺机而动,技能石,
362,382,61,力量吞噬,技能石,
363,382,74,反击拳,技能石,
364,382,108,复写,技能石,
365,382,127,崩拳,技能石,
366,382,142,快速移动,技能石,
367,382,177,提气,技能石,
368,382,223,气势一击,技能石,
369,382,285,热身运动,技能石,
370,382,414,跌落,技能石,
371,382,423,连续爪击,技能石,
372,382,451,防御,技能石,
373,382,476,风矢,技能石,
374,382,47,冰爪,血脉,
375,382,68,升龙咆哮,血脉,
376,382,94,噬心,血脉,
377,382,150,恶能量,血脉,
378,382,191,星云漩涡,血脉,
379,382,192,星星撞击,血脉,
380,382,211,械斗,血脉,
381,382,218,毒沼,血脉,
382,382,242,泡沫,血脉,
383,382,266,火焰冲锋,血脉,
384,382,273,灵媒,血脉,
385,382,296,球状闪电,血脉,
386,382,324,碰爪,血脉,
387,382,343,缠丝劲,血脉,
388,382,365,花香,血脉,
389,382,416,跺地,血脉,
390,382,430,透射,血脉,
391,382,495,鹰爪,血脉,
392,382,6,丢冰块,默认,20
393,382,45,冰晶坠,默认,34
394,382,51,冰锥,默认,1
395,382,62,力量增效,默认,13
396,382,135,当头棒喝,默认,6
397,382,149,恶意逃离,默认,23
398,382,196,暗突袭,默认,49
399,382,206,极限撕裂,默认,35
400,382,259,滚雪球,默认,38
401,382,402,诋毁,默认,1
402,382,404,贪婪,默认,5
403,382,408,趁火打劫,默认,30
404,382,464,雾气环绕,默认,1
405,383,21,伺机而动,技能石,
406,383,61,力量吞噬,技能石,
407,383,74,反击拳,技能石,
408,383,76,取念,技能石,
409,383,127,崩拳,技能石,
410,383,142,快速移动,技能石,
411,383,177,提气,技能石,
412,383,223,气势一击,技能石,
413,383,285,热身运动,技能石,
414,383,414,跌落,技能石,
415,383,423,连续爪击,技能石,
416,383,451,防御,技能石,
417,383,476,风矢,技能石,
418,383,47,冰爪,血脉,
419,383,68,升龙咆哮,血脉,
420,383,94,噬心,血脉,
421,383,150,恶能量,血脉,
422,383,191,星云漩涡,血脉,
423,383,192,星星撞击,血脉,
424,383,211,械斗,血脉,
425,383,218,毒沼,血脉,
426,383,242,泡沫,血脉,
427,383,269,火焰箭,血脉,
428,383,273,灵媒,血脉,
429,383,296,球状闪电,血脉,
430,383,324,碰爪,血脉,
431,383,343,缠丝劲,血脉,
432,383,365,花香,血脉,
433,383,416,跺地,血脉,
434,383,430,透射,血脉,
435,383,495,鹰爪,血脉,
436,383,62,力量增效,默认,9
437,383,135,当头棒喝,默认,13
438,383,144,怒火,默认,16
439,383,149,恶意逃离,默认,25
440,383,196,暗突袭,默认,38
441,383,206,极限撕裂,默认,35
442,383,248,流星火雨,默认,23
443,383,267,火焰切割,默认,27
444,383,276,炎息,默认,1
445,383,402,诋毁,默认,1
446,383,404,贪婪,默认,8
447,383,408,趁火打劫,默认,34
448,383,449,闪燃,默认,37
449,157,18,休息回复,技能石,
450,157,23,俯冲猛击,技能石,
451,157,92,嗜痛,技能石,
452,157,108,复写,技能石,
453,157,189,无畏之心,技能石,
454,157,231,水弹,技能石,
455,157,352,聒噪,技能石,
456,157,395,血气,技能石,
457,157,450,防反,技能石,
458,157,38,冥想,血脉,
459,157,68,升龙咆哮,血脉,
460,157,74,反击拳,血脉,
461,157,176,掩护,血脉,
462,157,192,星星撞击,血脉,
463,157,234,水泡盾,血脉,
464,157,254,淤泥表皮,血脉,
465,157,258,溃烂触碰,血脉,
466,157,268,火焰护盾,血脉,
467,157,329,离子震荡,血脉,
468,157,336,等价交换,血脉,
469,157,348,羽翼庇护,血脉,
470,157,380,虚化,血脉,
471,157,391,虹光冲击,血脉,
472,157,393,蜡质膜,血脉,
473,157,460,集中,血脉,
474,157,461,雪替身,血脉,
475,157,488,魅惑,血脉,
476,157,31,先发制人,默认,28
477,157,62,力量增效,默认,21
478,157,262,潮涌,默认,16
479,157,350,翼击,默认,43
480,157,451,防御,默认,9
481,157,475,风墙,默认,44
482,157,476,风矢,默认,36
483,157,478,风隐,默认,42
484,157,482,飞羽,默认,1
485,157,492,鸣叫,默认,1
486,157,502,龙卷风,默认,45
487,226,13,二律背反,技能石,
488,226,42,冰墙,技能石,
489,226,63,加固,技能石,
490,226,72,双星,技能石,
491,226,108,复写,技能石,
492,226,109,多维击打,技能石,
493,226,114,天火,技能石,
494,226,131,应激反应,技能石,
495,226,132,引燃,技能石,
496,226,183,操控,技能石,
497,226,193,星轨裂变,技能石,
498,226,195,晒太阳,技能石,
499,226,397,见招拆招,技能石,
500,226,431,速冻,技能石,
501,226,456,除厄,技能石,
502,226,486,高温回火,技能石,
503,226,498,鼓劲,技能石,
504,226,27,假寐,血脉,
505,226,47,冰爪,血脉,
506,226,66,勾魂,血脉,
507,226,67,化劲,血脉,
508,226,68,升龙咆哮,血脉,
509,226,91,啮合传递,血脉,
510,226,139,徒长,血脉,
511,226,192,星星撞击,血脉,
512,226,217,毒孢子,血脉,
513,226,246,泥浆铠甲,血脉,
514,226,269,火焰箭,血脉,
515,226,297,甜心续航,血脉,
516,226,346,羽化加速,血脉,
517,226,375,蓄水,血脉,
518,226,391,虹光冲击,血脉,
519,226,404,贪婪,血脉,
520,226,413,超维投射,血脉,
521,226,496,麻痹,血脉,
522,226,30,充分燃烧,默认,17
523,226,39,冬至,默认,29
524,226,46,冰点,默认,35
525,226,55,冷风,默认,1
526,226,157,打雪仗,默认,34
527,226,190,易燃物质,默认,39
528,226,199,暴风雪,默认,27
529,226,267,火焰切割,默认,13
530,226,268,火焰护盾,默认,21
531,226,278,炎枪,默认,4
532,226,284,热身,默认,40
533,226,288,焚烧烙印,默认,9
534,226,292,爆裂飞弹,默认,50
535,226,451,防御,默认,1
536,226,468,霜降,默认,1
537,272,60,剧毒,技能石,
538,272,63,加固,技能石,
539,272,103,垂死反击,技能石,
540,272,108,复写,技能石,
541,272,118,富养化,技能石,
542,272,131,应激反应,技能石,
543,272,165,抛石,技能石,
544,272,195,晒太阳,技能石,
545,272,217,毒孢子,技能石,
546,272,222,毒雾,技能石,
547,272,241,沙涌,技能石,
548,272,246,泥浆铠甲,技能石,
549,272,285,热身运动,技能石,
550,272,422,连续毒针,技能石,
551,272,440,钧势,技能石,
552,272,498,鼓劲,技能石,
553,272,27,假寐,血脉,
554,272,67,化劲,血脉,
555,272,68,升龙咆哮,血脉,
556,272,91,啮合传递,血脉,
557,272,132,引燃,血脉,
558,272,192,星星撞击,血脉,
559,272,258,溃烂触碰,血脉,
560,272,273,灵媒,血脉,
561,272,297,甜心续航,血脉,
562,272,346,羽化加速,血脉,
563,272,367,荆棘爪,血脉,
564,272,375,蓄水,血脉,
565,272,391,虹光冲击,血脉,
566,272,404,贪婪,血脉,
567,272,413,超维投射,血脉,
568,272,416,跺地,血脉,
569,272,468,霜降,血脉,
570,272,496,麻痹,血脉,
571,272,15,仙人掌刺击,默认,48
572,272,139,徒长,默认,1
573,272,213,棘突,默认,5
574,272,249,流沙,默认,37
575,272,254,淤泥表皮,默认,23
576,272,283,热砂,默认,1
577,272,313,石肤术,默认,19
578,272,332,移花接木,默认,29
579,272,366,芳香诱引,默认,35
580,272,377,藤绞,默认,28
581,272,393,蜡质膜,默认,9
582,272,451,防御,默认,1
583,272,457,陨石,默认,13
584,272,491,魔能爆,默认,36
585,272,493,鸣沙陷阱,默认,34
586,435,18,休息回复,技能石,
587,435,21,伺机而动,技能石,
588,435,24,借用,技能石,
589,435,82,吓退,技能石,
590,435,92,嗜痛,技能石,
591,435,110,大爆炸,技能石,
592,435,136,彗星,技能石,
593,435,186,斩断,技能石,
594,435,189,无畏之心,技能石,
595,435,257,湮灭,技能石,
596,435,376,蓄能轰击,技能石,
597,435,395,血气,技能石,
598,435,491,魔能爆,技能石,
599,435,38,冥想,血脉,
600,435,68,升龙咆哮,血脉,
601,435,74,反击拳,血脉,
602,435,176,掩护,血脉,
603,435,192,星星撞击,血脉,
604,435,234,水泡盾,血脉,
605,435,254,淤泥表皮,血脉,
606,435,258,溃烂触碰,血脉,
607,435,268,火焰护盾,血脉,
608,435,329,离子震荡,血脉,
609,435,336,等价交换,血脉,
610,435,380,虚化,血脉,
611,435,391,虹光冲击,血脉,
612,435,393,蜡质膜,血脉,
613,435,460,集中,血脉,
614,435,461,雪替身,血脉,
615,435,476,风矢,血脉,
616,435,488,魅惑,血脉,
617,435,31,先发制人,默认,12
618,435,62,力量增效,默认,24
619,435,83,吞噬,默认,41
620,435,103,垂死反击,默认,40
621,435,335,突袭,默认,46
622,435,338,粒子对撞,默认,1
623,435,357,能量刃,默认,36
624,435,401,许愿星,默认,16
625,435,423,连续爪击,默认,43
626,435,450,防反,默认,38
627,435,451,防御,默认,10
628,435,489,魔法增效,默认,1
629,434,18,休息回复,技能石,
630,434,21,伺机而动,技能石,
631,434,24,借用,技能石,
632,434,82,吓退,技能石,
633,434,92,嗜痛,技能石,
634,434,110,大爆炸,技能石,
635,434,136,彗星,技能石,
636,434,186,斩断,技能石,
637,434,189,无畏之心,技能石,
638,434,257,湮灭,技能石,
639,434,376,蓄能轰击,技能石,
640,434,395,血气,技能石,
641,434,491,魔能爆,技能石,
642,434,38,冥想,血脉,
643,434,68,升龙咆哮,血脉,
644,434,74,反击拳,血脉,
645,434,176,掩护,血脉,
646,434,192,星星撞击,血脉,
647,434,234,水泡盾,血脉,
648,434,254,淤泥表皮,血脉,
649,434,258,溃烂触碰,血脉,
650,434,268,火焰护盾,血脉,
651,434,329,离子震荡,血脉,
652,434,336,等价交换,血脉,
653,434,380,虚化,血脉,
654,434,391,虹光冲击,血脉,
655,434,393,蜡质膜,血脉,
656,434,460,集中,血脉,
657,434,461,雪替身,血脉,
658,434,476,风矢,血脉,
659,434,488,魅惑,血脉,
660,434,31,先发制人,默认,12
661,434,62,力量增效,默认,24
662,434,83,吞噬,默认,41
663,434,103,垂死反击,默认,40
664,434,335,突袭,默认,46
665,434,338,粒子对撞,默认,1
666,434,357,能量刃,默认,36
667,434,401,许愿星,默认,16
668,434,423,连续爪击,默认,43
669,434,450,防反,默认,38
670,434,451,防御,默认,10
671,434,489,魔法增效,默认,1
672,183,13,二律背反,技能石,
673,183,76,取念,技能石,
674,183,93,嘲弄,技能石,
675,183,95,四维降解,技能石,
676,183,109,多维击打,技能石,
677,183,131,应激反应,技能石,
678,183,141,心灵洞悉,技能石,
679,183,147,恶作剧,技能石,
680,183,195,晒太阳,技能石,
681,183,272,灵光,技能石,
682,183,273,灵媒,技能石,
683,183,333,空间压迫,技能石,
684,183,374,蓄势待发,技能石,
685,183,413,超维投射,技能石,
686,183,451,防御,技能石,
687,183,498,鼓劲,技能石,
688,183,27,假寐,血脉,
689,183,66,勾魂,血脉,
690,183,67,化劲,血脉,
691,183,68,升龙咆哮,血脉,
692,183,91,啮合传递,血脉,
693,183,132,引燃,血脉,
694,183,139,徒长,血脉,
695,183,143,念力膨胀,血脉,
696,183,192,星星撞击,血脉,
697,183,217,毒孢子,血脉,
698,183,297,甜心续航,血脉,
699,183,346,羽化加速,血脉,
700,183,375,蓄水,血脉,
701,183,391,虹光冲击,血脉,
702,183,404,贪婪,血脉,
703,183,416,跺地,血脉,
704,183,468,霜降,血脉,
705,183,496,麻痹,血脉,
706,183,4,不动如山,默认,21
707,183,28,偷师,默认,1
708,183,62,力量增效,默认,16
709,183,101,坍缩,默认,35
710,183,165,抛石,默认,42
711,183,193,星轨裂变,默认,1
712,183,241,沙涌,默认,39
713,183,246,泥浆铠甲,默认,44
714,183,249,流沙,默认,40
715,183,283,热砂,默认,4
716,183,320,硬化,默认,1
717,183,371,落石,默认,11
718,183,411,超新星馈赠,默认,30
719,183,440,钧势,默认,36
720,183,457,陨石,默认,26
721,183,489,魔法增效,默认,9
722,184,13,二律背反,技能石,
723,184,76,取念,技能石,
724,184,93,嘲弄,技能石,
725,184,95,四维降解,技能石,
726,184,109,多维击打,技能石,
727,184,131,应激反应,技能石,
728,184,141,心灵洞悉,技能石,
729,184,147,恶作剧,技能石,
730,184,195,晒太阳,技能石,
731,184,272,灵光,技能石,
732,184,273,灵媒,技能石,
733,184,333,空间压迫,技能石,
734,184,374,蓄势待发,技能石,
735,184,413,超维投射,技能石,
736,184,451,防御,技能石,
737,184,498,鼓劲,技能石,
738,184,27,假寐,血脉,
739,184,66,勾魂,血脉,
740,184,67,化劲,血脉,
741,184,68,升龙咆哮,血脉,
742,184,91,啮合传递,血脉,
743,184,132,引燃,血脉,
744,184,139,徒长,血脉,
745,184,143,念力膨胀,血脉,
746,184,192,星星撞击,血脉,
747,184,217,毒孢子,血脉,
748,184,297,甜心续航,血脉,
749,184,346,羽化加速,血脉,
750,184,375,蓄水,血脉,
751,184,391,虹光冲击,血脉,
752,184,404,贪婪,血脉,
753,184,416,跺地,血脉,
754,184,468,霜降,血脉,
755,184,496,麻痹,血脉,
756,184,4,不动如山,默认,21
757,184,28,偷师,默认,1
758,184,62,力量增效,默认,16
759,184,101,坍缩,默认,35
760,184,165,抛石,默认,42
761,184,193,星轨裂变,默认,1
762,184,241,沙涌,默认,39
763,184,246,泥浆铠甲,默认,44
764,184,249,流沙,默认,40
765,184,283,热砂,默认,4
766,184,320,硬化,默认,1
767,184,371,落石,默认,11
768,184,411,超新星馈赠,默认,30
769,184,440,钧势,默认,36
770,184,457,陨石,默认,26
771,184,489,魔法增效,默认,9
772,185,13,二律背反,技能石,
773,185,76,取念,技能石,
774,185,93,嘲弄,技能石,
775,185,95,四维降解,技能石,
776,185,109,多维击打,技能石,
777,185,131,应激反应,技能石,
778,185,141,心灵洞悉,技能石,
779,185,147,恶作剧,技能石,
780,185,195,晒太阳,技能石,
781,185,272,灵光,技能石,
782,185,273,灵媒,技能石,
783,185,333,空间压迫,技能石,
784,185,374,蓄势待发,技能石,
785,185,413,超维投射,技能石,
786,185,451,防御,技能石,
787,185,498,鼓劲,技能石,
788,185,27,假寐,血脉,
789,185,66,勾魂,血脉,
790,185,67,化劲,血脉,
791,185,68,升龙咆哮,血脉,
792,185,91,啮合传递,血脉,
793,185,132,引燃,血脉,
794,185,139,徒长,血脉,
795,185,143,念力膨胀,血脉,
796,185,192,星星撞击,血脉,
797,185,217,毒孢子,血脉,
798,185,297,甜心续航,血脉,
799,185,346,羽化加速,血脉,
800,185,375,蓄水,血脉,
801,185,391,虹光冲击,血脉,
802,185,404,贪婪,血脉,
803,185,416,跺地,血脉,
804,185,468,霜降,血脉,
805,185,496,麻痹,血脉,
806,185,4,不动如山,默认,21
807,185,28,偷师,默认,1
808,185,62,力量增效,默认,16
809,185,101,坍缩,默认,35
810,185,165,抛石,默认,42
811,185,193,星轨裂变,默认,1
812,185,241,沙涌,默认,39
813,185,246,泥浆铠甲,默认,44
814,185,249,流沙,默认,40
815,185,283,热砂,默认,4
816,185,320,硬化,默认,1
817,185,371,落石,默认,11
818,185,411,超新星馈赠,默认,30
819,185,440,钧势,默认,36
820,185,457,陨石,默认,26
821,185,489,魔法增效,默认,9
822,307,76,取念,技能石,
823,307,79,叶绿光束,技能石,
824,307,101,坍缩,技能石,
825,307,110,大爆炸,技能石,
826,307,134,强制重启,技能石,
827,307,193,星轨裂变,技能石,
828,307,227,氧输送,技能石,
829,307,332,移花接木,技能石,
830,307,338,粒子对撞,技能石,
831,307,339,精神扰乱,技能石,
832,307,409,超导,技能石,
833,307,420,过载回路,技能石,
834,307,454,阻断,技能石,
835,307,55,冷风,血脉,
836,307,123,尾后针,血脉,
837,307,169,拍击,血脉,
838,307,218,毒沼,血脉,
839,307,270,火爪,血脉,
840,307,273,灵媒,血脉,
841,307,329,离子震荡,血脉,
842,307,355,肥皂泡,血脉,
843,307,367,荆棘爪,血脉,
844,307,391,虹光冲击,血脉,
845,307,400,触电,血脉,
846,307,406,贯手,血脉,
847,307,416,跺地,血脉,
848,307,437,针状物,血脉,
849,307,476,风矢,血脉,
850,307,488,魅惑,血脉,
851,307,497,黑手,血脉,
852,307,504,龙吼,血脉,
853,307,68,升龙咆哮,默认,25
854,307,131,应激反应,默认,40
855,307,145,怨力打击,默认,39
856,307,207,架势,默认,16
857,307,257,湮灭,默认,35
